,Date,Calories,Fat (g),Carbohydrates (g),Protein (g)
1108,2021-11-15,900.0,29.4,121.2,37.5
1109,2021-11-15,706.3,33.7,68.9,33.3
1110,2021-11-15,300.0,9.8,40.4,12.5
1111,2021-11-16,647.7,30.7,65.0,31.2
1112,2021-11-16,1200.0,39.2,161.6,50.0
1113,2021-11-16,840.4,19.6,142.0,27.2
1114,2021-11-17,900.0,29.4,121.2,37.5
1115,2021-11-17,310.3,14.7,31.3,14.8
1116,2021-11-17,1200.0,39.2,161.6,50.0
1117,2021-11-18,600.0,19.6,80.8,25.0
1118,2021-11-18,643.9,30.5,64.7,30.7
1119,2021-11-18,600.0,19.6,80.8,25.0
1120,2021-11-18,762.7,19.6,122.2,26.5
1121,2021-11-19,600.0,19.6,80.8,25.0
1122,2021-11-19,600.0,19.6,80.8,25.0
1123,2021-11-19,900.0,29.4,121.2,37.5
1124,2021-11-20,600.0,19.6,80.8,25.0
1125,2021-11-20,600.0,19.6,80.8,25.0
1126,2021-11-20,600.0,19.6,80.8,25.0
1127,2021-11-21,600.0,19.6,80.8,25.0
1128,2021-11-21,600.0,19.6,80.8,25.0
1129,2021-11-21,732.0,36.4,72.5,39.1
1130,2021-11-21,600.0,19.6,80.8,25.0
1131,2021-11-22,900.0,29.4,121.2,37.5
1132,2021-11-22,600.0,19.6,80.8,25.0
1133,2021-11-22,600.0,19.6,80.8,25.0
1134,2021-11-22,600.0,19.6,80.8,25.0
1135,2021-11-23,600.0,19.6,80.8,25.0
1136,2021-11-23,600.0,19.6,80.8,25.0
1137,2021-11-23,600.0,19.6,80.8,25.0
1138,2021-11-23,600.0,19.6,80.8,25.0
1139,2021-11-24,854.0,30.5,118.0,32.8
1140,2021-11-24,1200.0,39.2,161.6,50.0
1141,2021-11-25,662.7,31.4,65.8,31.3
1142,2021-11-25,652.7,30.9,65.2,31.0
1143,2021-11-25,600.0,19.6,80.8,25.0
1144,2021-11-25,1200.0,39.2,161.6,50.0
1145,2021-11-26,900.0,29.4,121.2,37.5
1146,2021-11-26,900.0,29.4,121.2,37.5
1147,2021-11-26,600.0,19.6,80.8,25.0
1148,2021-11-26,104.6,0.0,26.6,1.0
1149,2021-11-27,951.6,40.9,105.8,44.3
1150,2021-11-27,643.2,30.5,64.6,30.6
1151,2021-11-27,900.0,29.4,121.2,37.5
1152,2021-11-28,649.7,30.8,65.1,31.0
1153,2021-11-28,1200.0,39.2,161.6,50.0
1154,2021-11-28,1200.0,39.2,161.6,50.0
1155,2021-11-29,1232.5,49.4,144.6,54.9
1156,2021-11-29,600.0,19.6,80.8,25.0
1157,2021-11-29,600.0,19.6,80.8,25.0
1158,2021-11-29,1168.5,0.0,388.5,2.1
1159,2021-11-30,632.8,29.9,63.9,30.1
1160,2021-11-30,1200.0,39.2,161.6,50.0
1161,2021-11-30,643.6,30.3,64.5,30.1
1162,2021-11-30,432.0,0.0,152.0,0.0
1163,2021-12-01,669.8,31.9,66.5,32.0
1164,2021-12-01,647.0,30.8,65.1,31.6
1165,2021-12-01,709.4,33.8,68.9,32.9
1166,2021-12-01,900.0,29.4,121.2,37.5
1167,2021-12-02,945.1,40.4,105.3,43.6
1168,2021-12-02,906.8,38.2,102.4,41.2
1169,2021-12-02,900.0,29.4,121.2,37.5
1170,2021-12-03,641.9,30.4,64.6,30.9
1171,2021-12-03,1316.7,54.1,150.7,59.5
1172,2021-12-03,600.0,19.6,80.8,25.0
1173,2021-12-03,300.0,9.8,40.4,12.5
1174,2021-12-04,600.0,19.6,80.8,25.0
1175,2021-12-04,600.0,19.6,80.8,25.0
1176,2021-12-04,917.6,38.8,103.1,41.6
1177,2021-12-04,600.0,19.6,80.8,25.0
1178,2021-12-05,652.3,31.0,65.4,31.5
1179,2021-12-05,600.0,19.6,80.8,25.0
1180,2021-12-05,600.0,19.6,80.8,25.0
1181,2021-12-05,900.0,29.4,121.2,37.5
1182,2021-12-06,900.0,29.4,121.2,37.5
1183,2021-12-06,900.0,29.4,121.2,37.5
1184,2021-12-06,600.0,19.6,80.8,25.0
1185,2021-12-07,600.0,19.6,80.8,25.0
1186,2021-12-07,1200.0,39.2,161.6,50.0
1187,2021-12-07,900.0,29.4,121.2,37.5
1188,2021-12-08,600.0,19.6,80.8,25.0
1189,2021-12-08,934.0,39.9,104.5,43.4
1190,2021-12-08,232.5,0.0,59.2,2.1
1191,2021-12-08,900.0,29.4,121.2,37.5
1192,2021-12-09,600.0,19.6,80.8,25.0
1193,2021-12-09,600.0,19.6,80.8,25.0
1194,2021-12-09,654.2,31.1,65.5,31.6
1195,2021-12-09,532.5,9.8,99.6,14.6
1196,2021-12-10,965.3,41.5,106.7,44.7
1197,2021-12-10,658.7,31.5,66.1,32.4
1198,2021-12-10,600.0,19.6,80.8,25.0
1199,2021-12-11,300.0,9.8,40.4,12.5
1200,2021-12-11,900.0,29.4,121.2,37.5
1201,2021-12-11,652.3,31.0,65.4,31.5
1202,2021-12-11,300.0,9.8,40.4,12.5
1203,2021-12-12,600.0,19.6,80.8,25.0
1204,2021-12-12,300.0,9.8,40.4,12.5
1205,2021-12-12,687.4,33.5,68.6,35.1
1206,2021-12-12,600.0,19.6,80.8,25.0
1207,2021-12-13,665.2,31.8,66.4,32.5
1208,2021-12-13,600.0,19.6,80.8,25.0
1209,2021-12-13,900.0,29.4,121.2,37.5
1210,2021-12-13,300.0,9.8,40.4,12.5
1211,2021-12-14,1200.0,39.2,161.6,50.0
1212,2021-12-14,300.0,9.8,40.4,12.5
1213,2021-12-14,900.0,29.4,121.2,37.5
1214,2021-12-15,900.0,29.4,121.2,37.5
1215,2021-12-15,664.5,31.8,66.5,32.7
1216,2021-12-15,600.0,19.6,80.8,25.0
1217,2021-12-16,1027.5,45.1,111.5,48.5
1218,2021-12-16,300.0,9.8,40.4,12.5
1219,2021-12-16,681.3,33.1,68.1,34.6
1220,2021-12-16,300.0,9.8,40.4,12.5
1221,2021-12-17,698.3,33.7,69.0,34.5
1222,2021-12-17,600.0,19.6,80.8,25.0
1223,2021-12-17,900.0,29.4,121.2,37.5
1224,2021-12-17,300.0,9.8,40.4,12.5
1225,2021-12-18,600.0,19.6,80.8,25.0
1226,2021-12-18,655.1,31.2,65.7,31.8
1227,2021-12-18,600.0,19.6,80.8,25.0
1228,2021-12-18,600.0,19.6,80.8,25.0
1229,2021-12-19,652.0,30.9,65.2,31.3
1230,2021-12-19,600.0,19.6,80.8,25.0
1231,2021-12-19,600.0,19.6,80.8,25.0
1232,2021-12-19,600.0,19.6,80.8,25.0
1233,2021-12-20,669.4,32.2,66.9,33.2
1234,2021-12-20,900.0,29.4,121.2,37.5
1235,2021-12-20,600.0,19.6,80.8,25.0
1236,2021-12-21,674.0,32.3,67.0,32.8
1237,2021-12-21,600.0,19.6,80.8,25.0
1238,2021-12-21,600.0,19.6,80.8,25.0
1239,2021-12-21,600.0,19.6,80.8,25.0
1240,2021-12-22,730.1,35.7,71.5,36.9
1241,2021-12-22,600.0,19.6,80.8,25.0
1242,2021-12-22,600.0,19.6,80.8,25.0
1243,2021-12-22,300.0,9.8,40.4,12.5
1244,2021-12-23,683.3,32.9,67.9,33.7
1245,2021-12-23,900.0,29.4,121.2,37.5
1246,2021-12-23,600.0,19.6,80.8,25.0
1247,2021-12-24,300.0,9.8,40.4,12.5
1248,2021-12-24,974.5,42.4,107.9,46.7
1249,2021-12-24,300.0,9.8,40.4,12.5
1250,2021-12-24,900.0,29.4,121.2,37.5
1251,2021-12-25,600.0,19.6,80.8,25.0
1252,2021-12-25,300.0,9.8,40.4,12.5
1253,2021-12-25,616.4,29.2,63.1,30.2
1254,2021-12-25,900.0,29.4,121.2,37.5
1255,2021-12-26,600.0,19.6,80.8,25.0
1256,2021-12-26,679.1,32.7,67.6,33.7
1257,2021-12-26,600.0,19.6,80.8,25.0
1258,2021-12-27,600.0,19.6,80.8,25.0
1259,2021-12-27,735.0,35.8,71.6,36.6
1260,2021-12-27,600.0,19.6,80.8,25.0
1261,2021-12-27,600.0,19.6,80.8,25.0
1262,2021-12-28,600.0,19.6,80.8,25.0
1263,2021-12-28,600.0,19.6,80.8,25.0
1264,2021-12-28,600.0,19.6,80.8,25.0
1265,2021-12-28,600.0,19.6,80.8,25.0
1266,2021-12-29,600.0,19.6,80.8,25.0
1267,2021-12-29,600.0,19.6,80.8,25.0
1268,2021-12-29,600.0,19.6,80.8,25.0
1269,2021-12-29,600.0,19.6,80.8,25.0
1270,2021-12-30,600.0,19.6,80.8,25.0
1271,2021-12-30,600.0,19.6,80.8,25.0
1272,2021-12-30,900.0,29.4,121.2,37.5
1273,2021-12-31,600.0,19.6,80.8,25.0
1274,2021-12-31,600.0,19.6,80.8,25.0
1275,2021-12-31,695.5,34.0,69.3,35.7
1276,2021-12-31,600.0,19.6,80.8,25.0
1277,2022-01-01,600.0,19.6,80.8,25.0
1278,2022-01-01,900.0,29.4,121.2,37.5
1279,2022-01-01,600.0,19.6,80.8,25.0
1280,2022-01-01,300.0,9.8,40.4,12.5
1281,2022-01-02,600.0,19.6,80.8,25.0
1282,2022-01-02,660.5,19.6,93.7,25.0
1283,2022-01-02,600.0,19.6,80.8,25.0
1284,2022-01-02,600.0,19.6,80.8,25.0
1285,2022-01-03,600.0,19.6,80.8,25.0
1286,2022-01-03,300.0,9.8,40.4,12.5
1287,2022-01-03,1048.6,47.0,113.9,52.0
1288,2022-01-03,1500.0,49.0,202.0,62.5
1289,2022-01-04,727.9,19.6,113.3,26.2
1290,2022-01-04,1005.8,44.5,110.7,49.5
1291,2022-01-04,600.0,19.6,80.8,25.0
1292,2022-01-05,768.7,38.5,75.2,41.2
1293,2022-01-05,600.0,19.6,80.8,25.0
1294,2022-01-05,600.0,19.6,80.8,25.0
1295,2022-01-06,731.3,36.0,71.8,37.6
1296,2022-01-06,900.0,29.4,121.2,37.5
1297,2022-01-06,600.0,19.6,80.8,25.0
1298,2022-01-06,300.0,9.8,40.4,12.5
1299,2022-01-07,1025.3,45.6,112.1,50.5
1300,2022-01-07,600.0,19.6,80.8,25.0
1301,2022-01-07,900.0,29.4,121.2,37.5
1302,2022-01-08,716.9,35.2,70.9,37.2
1303,2022-01-08,900.0,29.4,121.2,37.5
1304,2022-01-08,600.0,19.6,80.8,25.0
1305,2022-01-09,999.3,44.0,110.0,48.8
1306,2022-01-09,600.0,19.6,80.8,25.0
1307,2022-01-09,600.0,19.6,80.8,25.0
1308,2022-01-10,600.0,19.6,80.8,25.0
1309,2022-01-10,900.0,29.4,121.2,37.5
1310,2022-01-10,760.2,38.1,74.7,41.1
1311,2022-01-10,600.0,19.6,80.8,25.0
1312,2022-01-11,300.0,9.8,40.4,12.5
1313,2022-01-11,900.0,29.4,121.2,37.5
1314,2022-01-11,1074.9,48.6,116.0,53.9
1315,2022-01-12,60.5,0.0,12.9,0.0
1316,2022-01-12,776.2,38.9,75.7,41.4
1317,2022-01-12,600.0,19.6,80.8,25.0
1318,2022-01-12,1321.0,39.2,187.4,50.0
1319,2022-01-13,600.0,19.6,80.8,25.0
1320,2022-01-13,900.0,29.4,121.2,37.5
1321,2022-01-13,715.5,35.4,71.1,37.7
1322,2022-01-14,760.9,38.1,74.7,41.2
1323,2022-01-14,660.5,19.6,93.7,25.0
1324,2022-01-14,600.0,19.6,80.8,25.0
1325,2022-01-14,300.0,9.8,40.4,12.5
1326,2022-01-15,740.0,19.6,112.8,25.0
1327,2022-01-15,600.0,19.6,80.8,25.0
1328,2022-01-15,300.0,9.8,40.4,12.5
1329,2022-01-16,600.0,19.6,80.8,25.0
1330,2022-01-16,300.0,9.8,40.4,12.5
1331,2022-01-16,686.6,33.2,68.2,34.3
1332,2022-01-16,1200.0,39.2,161.6,50.0
1333,2022-01-17,900.0,29.4,121.2,37.5
1334,2022-01-17,833.8,42.4,80.3,45.8
1335,2022-01-17,300.0,9.8,40.4,12.5
1336,2022-01-17,600.0,19.6,80.8,25.0
1337,2022-01-18,300.0,9.8,40.4,12.5
1338,2022-01-18,753.8,37.6,73.9,40.1
1339,2022-01-18,600.0,19.6,80.8,25.0
1340,2022-01-18,900.0,29.4,121.2,37.5
1341,2022-01-19,823.4,41.4,79.0,43.7
1342,2022-01-19,1200.0,39.2,161.6,50.0
1343,2022-01-19,1200.0,39.2,161.6,50.0
1344,2022-01-19,900.0,29.4,121.2,37.5
1345,2022-01-20,1025.9,45.7,112.1,50.5
1346,2022-01-20,900.0,29.4,121.2,37.5
1347,2022-01-20,600.0,19.6,80.8,25.0
1348,2022-01-20,300.0,9.8,40.4,12.5
1349,2022-01-21,830.9,42.3,80.2,45.8
1350,2022-01-21,1500.0,49.0,202.0,62.5
1351,2022-01-21,600.0,19.6,80.8,25.0
1352,2022-01-22,733.1,36.3,72.3,38.4
1353,2022-01-22,1200.0,39.2,161.6,50.0
1354,2022-01-22,600.0,19.6,80.8,25.0
1355,2022-01-22,600.0,19.6,80.8,25.0
1356,2022-01-23,600.0,19.6,80.8,25.0
1357,2022-01-23,900.0,29.4,121.2,37.5
1358,2022-01-23,600.0,19.6,80.8,25.0
1359,2022-01-23,803.8,40.5,77.7,43.1
1360,2022-01-24,600.0,19.6,80.8,25.0
1361,2022-01-24,900.0,29.4,121.2,37.5
1362,2022-01-24,765.1,38.4,75.1,41.5
1363,2022-01-24,600.0,19.6,80.8,25.0
1364,2022-01-25,600.0,19.6,80.8,25.0
1365,2022-01-25,600.0,19.6,80.8,25.0
1366,2022-01-25,749.0,37.2,73.6,39.7
1367,2022-01-25,900.0,29.4,121.2,37.5
1368,2022-01-26,600.0,19.6,80.8,25.0
1369,2022-01-26,600.0,19.6,80.8,25.0
1370,2022-01-26,600.0,19.6,80.8,25.0
1371,2022-01-27,600.0,19.6,80.8,25.0
1372,2022-01-27,300.0,9.8,40.4,12.5
1373,2022-01-27,757.3,38.0,74.6,41.1
1374,2022-01-27,600.0,19.6,80.8,25.0
1375,2022-01-28,600.0,19.6,80.8,25.0
1376,2022-01-28,900.0,29.4,121.2,37.5
1377,2022-01-28,600.0,19.6,80.8,25.0
1378,2022-01-29,600.0,19.6,80.8,25.0
1379,2022-01-29,900.0,29.4,121.2,37.5
1380,2022-01-29,600.0,19.6,80.8,25.0
1381,2022-01-29,600.0,19.6,80.8,25.0
1382,2022-01-30,600.0,19.6,80.8,25.0
1383,2022-01-30,600.0,19.6,80.8,25.0
1384,2022-01-30,900.0,29.4,121.2,37.5
1385,2022-01-30,600.0,19.6,80.8,25.0
1386,2022-01-31,600.0,19.6,80.8,25.0
1387,2022-01-31,600.0,19.6,80.8,25.0
1388,2022-01-31,600.0,19.6,80.8,25.0
1389,2022-02-01,1178.0,54.2,123.3,59.1
1390,2022-02-01,600.0,19.6,80.8,25.0
1391,2022-02-01,600.0,19.6,80.8,25.0
1392,2022-02-02,900.0,29.4,121.2,37.5
1393,2022-02-02,663.5,32.6,67.4,35.4
1394,2022-02-02,1200.0,39.2,161.6,50.0
1395,2022-02-03,300.0,9.8,40.4,12.5
1396,2022-02-03,807.2,41.1,78.6,44.8
1397,2022-02-03,600.0,19.6,80.8,25.0
1398,2022-02-03,600.0,19.6,80.8,25.0
1399,2022-02-04,600.0,19.6,80.8,25.0
1400,2022-02-04,895.8,45.5,84.3,47.7
1401,2022-02-04,600.0,19.6,80.8,25.0
1402,2022-02-04,600.0,19.6,80.8,25.0
1403,2022-02-05,952.5,41.6,106.8,46.7
1404,2022-02-05,300.0,9.8,40.4,12.5
1405,2022-02-05,600.0,19.6,80.8,25.0
1406,2022-02-05,600.0,19.6,80.8,25.0
1407,2022-02-06,600.0,19.6,80.8,25.0
1408,2022-02-06,900.0,29.4,121.2,37.5
1409,2022-02-06,900.0,29.4,121.2,37.5
1410,2022-02-07,600.0,19.6,80.8,25.0
1411,2022-02-07,600.0,19.6,80.8,25.0
1412,2022-02-08,600.0,19.6,80.8,25.0
1413,2022-02-08,300.0,9.8,40.4,12.5
1414,2022-02-08,751.3,37.3,73.6,39.3
1415,2022-02-09,600.0,19.6,80.8,25.0
1416,2022-02-09,600.0,19.6,80.8,25.0
1417,2022-02-09,300.0,9.8,40.4,12.5
1418,2022-02-09,793.4,39.9,77.1,42.9
1419,2022-02-10,600.0,19.6,80.8,25.0
1420,2022-02-10,600.0,19.6,80.8,25.0
1421,2022-02-10,733.3,36.6,72.6,39.6
1422,2022-02-11,750.8,37.6,73.9,40.5
1423,2022-02-11,600.0,19.6,80.8,25.0
1424,2022-02-11,600.0,19.6,80.8,25.0
1425,2022-02-12,727.2,36.1,72.0,38.7
1426,2022-02-12,600.0,19.6,80.8,25.0
1427,2022-02-12,300.0,9.8,40.4,12.5
1428,2022-02-13,600.0,19.6,80.8,25.0
1429,2022-02-13,600.0,19.6,80.8,25.0
1430,2022-02-13,799.2,40.3,77.5,43.2
1431,2022-02-13,300.0,9.8,40.4,12.5
1432,2022-02-14,776.7,39.2,76.1,42.5
1433,2022-02-14,600.0,19.6,80.8,25.0
1434,2022-02-14,600.0,19.6,80.8,25.0
1435,2022-02-15,743.7,37.1,73.3,39.7
1436,2022-02-15,600.0,19.6,80.8,25.0
1437,2022-02-15,600.0,19.6,80.8,25.0
1438,2022-02-16,773.8,38.8,75.7,41.9
1439,2022-02-16,140.0,0.0,32.0,0.0
1440,2022-02-16,600.0,19.6,80.8,25.0
1441,2022-02-16,600.0,19.6,80.8,25.0
1442,2022-02-17,600.0,19.6,80.8,25.0
1443,2022-02-17,900.0,29.4,121.2,37.5
1444,2022-02-17,821.4,41.4,79.0,44.0
1445,2022-02-18,600.0,19.6,80.8,25.0
1446,2022-02-18,890.5,37.5,105.9,40.3
1447,2022-02-18,600.0,19.6,80.8,25.0
1448,2022-02-19,900.0,29.4,121.2,37.5
1449,2022-02-19,810.4,41.2,78.8,44.9
1450,2022-02-19,600.0,19.6,80.8,25.0
1451,2022-02-20,600.0,19.6,80.8,25.0
1452,2022-02-20,600.0,19.6,80.8,25.0
1453,2022-02-20,807.8,41.0,78.4,44.4
1454,2022-02-21,600.0,19.6,80.8,25.0
1455,2022-02-21,600.0,19.6,80.8,25.0
1456,2022-02-21,600.0,19.6,80.8,25.0
1457,2022-02-21,600.0,19.6,80.8,25.0
1458,2022-02-22,752.2,37.4,73.8,39.8
1459,2022-02-22,600.0,19.6,80.8,25.0
1460,2022-02-22,600.0,19.6,80.8,25.0
1461,2022-02-22,300.0,9.8,40.4,12.5
1462,2022-02-23,768.6,38.7,75.4,41.8
1463,2022-02-23,600.0,19.6,80.8,25.0
1464,2022-02-23,585.0,0.0,20.0,0.0
1465,2022-02-24,759.3,37.9,74.4,40.6
1466,2022-02-24,600.0,19.6,80.8,25.0
1467,2022-02-24,280.0,0.0,64.0,0.0
1468,2022-02-24,600.0,19.6,80.8,25.0
1469,2022-02-25,600.0,19.6,80.8,25.0
1470,2022-02-25,740.0,19.6,112.8,25.0
1471,2022-02-25,794.7,40.0,77.1,42.6
1472,2022-02-25,504.5,2.0,118.9,6.8
1473,2022-02-26,600.0,19.6,80.8,25.0
1474,2022-02-26,600.0,19.6,80.8,25.0
1475,2022-02-26,140.0,0.0,32.0,0.0
1476,2022-02-26,1054.2,47.3,114.2,52.2
1477,2022-02-27,1040.0,29.4,153.2,37.5
1478,2022-02-27,600.0,19.6,80.8,25.0
1479,2022-02-27,824.0,41.5,79.0,43.8
1480,2022-02-28,740.0,19.6,112.8,25.0
1481,2022-02-28,829.1,41.9,79.7,44.8
1482,2022-02-28,900.0,29.4,121.2,37.5
1483,2022-02-28,431.3,9.8,40.4,12.5
1484,2022-03-01,1200.0,39.2,161.6,50.0
1485,2022-03-01,733.6,36.6,72.7,39.4
1486,2022-03-01,600.0,19.6,80.8,25.0
1487,2022-03-01,300.0,9.8,40.4,12.5
1488,2022-03-02,1200.0,39.2,161.6,50.0
1489,2022-03-02,777.7,38.7,75.4,40.5
1490,2022-03-02,600.0,19.6,80.8,25.0
1491,2022-03-03,600.0,19.6,80.8,25.0
1492,2022-03-03,774.8,39.0,75.8,42.0
1493,2022-03-03,900.0,29.4,121.2,37.5
1494,2022-03-04,740.0,19.6,112.8,25.0
1495,2022-03-04,781.7,39.2,76.1,41.9
1496,2022-03-04,600.0,19.6,80.8,25.0
1497,2022-03-04,311.3,0.0,9.8,0.3
1498,2022-03-05,1500.0,49.0,202.0,62.5
1499,2022-03-05,768.2,38.3,74.9,40.5
1500,2022-03-05,311.3,0.0,9.8,0.3
1501,2022-03-06,600.0,19.6,80.8,25.0
1502,2022-03-06,900.0,29.4,121.2,37.5
1503,2022-03-06,734.0,36.4,72.5,38.9
1504,2022-03-06,300.0,9.8,40.4,12.5
1505,2022-03-07,600.0,19.6,80.8,25.0
1506,2022-03-07,755.5,38.1,74.6,41.5
1507,2022-03-07,300.0,9.8,40.4,12.5
1508,2022-03-07,1245.0,0.0,39.0,1.1
1509,2022-03-08,300.0,9.8,40.4,12.5
1510,2022-03-08,775.8,39.0,75.8,42.0
1511,2022-03-08,1200.0,39.2,161.6,50.0
1512,2022-03-08,300.0,9.8,40.4,12.5
1513,2022-03-09,600.0,19.6,80.8,25.0
1514,2022-03-09,600.0,19.6,80.8,25.0
1515,2022-03-09,763.2,38.0,74.6,40.4
1516,2022-03-09,600.0,19.6,80.8,25.0
1517,2022-03-10,1200.0,39.2,161.6,50.0
1518,2022-03-10,699.7,34.3,69.7,36.5
1519,2022-03-10,300.0,9.8,40.4,12.5
1520,2022-03-11,600.0,19.6,80.8,25.0
1521,2022-03-11,692.8,33.9,69.2,35.9
1522,2022-03-11,900.0,29.4,121.2,37.5
1523,2022-03-11,415.0,0.0,13.0,0.4
1524,2022-03-12,600.0,19.6,80.8,25.0
1525,2022-03-12,1016.9,45.0,111.3,49.7
1526,2022-03-12,900.0,29.4,121.2,37.5
1527,2022-03-13,600.0,19.6,80.8,25.0
1528,2022-03-13,838.5,35.4,96.9,37.6
1529,2022-03-13,900.0,29.4,121.2,37.5
1530,2022-03-14,873.1,44.1,82.6,46.2
1531,2022-03-14,600.0,19.6,80.8,25.0
1532,2022-03-14,600.0,19.6,80.8,25.0
1533,2022-03-14,600.0,19.6,80.8,25.0
1534,2022-03-15,900.0,29.4,121.2,37.5
1535,2022-03-15,600.0,19.6,80.8,25.0
1536,2022-03-15,900.0,29.4,121.2,37.5
1537,2022-03-16,1063.1,48.1,115.2,53.6
1538,2022-03-16,900.0,29.4,121.2,37.5
1539,2022-03-16,600.0,19.6,80.8,25.0
1540,2022-03-17,900.0,29.4,121.2,37.5
1541,2022-03-17,600.0,19.6,80.8,25.0
1542,2022-03-17,600.0,19.6,80.8,25.0
1543,2022-03-18,600.0,19.6,80.8,25.0
1544,2022-03-18,758.0,37.9,74.3,40.5
1545,2022-03-18,600.0,19.6,80.8,25.0
1546,2022-03-18,1660.0,0.0,52.0,1.4
1547,2022-03-19,600.0,19.6,80.8,25.0
1548,2022-03-19,900.0,29.4,121.2,37.5
1549,2022-03-19,900.0,29.4,121.2,37.5
1550,2022-03-20,600.0,19.6,80.8,25.0
1551,2022-03-20,888.1,45.4,84.2,48.5
1552,2022-03-20,900.0,29.4,121.2,37.5
1553,2022-03-21,600.0,19.6,80.8,25.0
1554,2022-03-21,797.9,40.1,77.3,42.8
1555,2022-03-21,900.0,29.4,121.2,37.5
1556,2022-03-22,600.0,19.6,80.8,25.0
1557,2022-03-22,862.6,44.4,82.8,48.5
1558,2022-03-22,900.0,29.4,121.2,37.5
1559,2022-03-23,600.0,19.6,80.8,25.0
1560,2022-03-23,900.0,29.4,121.2,37.5
1561,2022-03-23,622.5,0.0,19.5,0.5
1562,2022-03-24,600.0,19.6,80.8,25.0
1563,2022-03-24,900.0,29.4,121.2,37.5
1564,2022-03-24,751.1,37.6,73.9,40.3
1565,2022-03-25,600.0,19.6,80.8,25.0
1566,2022-03-25,600.0,19.6,80.8,25.0
1567,2022-03-25,746.0,37.1,73.3,39.3
1568,2022-03-25,300.0,9.8,40.4,12.5
1569,2022-03-26,600.0,19.6,80.8,25.0
1570,2022-03-26,300.0,9.8,40.4,12.5
1571,2022-03-26,782.6,39.5,76.5,42.8
1572,2022-03-27,542.0,9.8,92.0,12.5
1573,2022-03-27,1500.0,49.0,202.0,62.5
1574,2022-03-27,600.0,19.6,80.8,25.0
1575,2022-03-28,900.0,29.4,121.2,37.5
1576,2022-03-28,754.1,37.7,74.1,40.3
1577,2022-03-28,300.0,9.8,40.4,12.5
1578,2022-03-29,2100.0,68.6,282.8,87.5
1579,2022-03-29,762.5,38.3,74.8,41.1
1580,2022-03-30,1200.0,39.2,161.6,50.0
1581,2022-03-30,207.0,8.3,32.4,2.2
1582,2022-03-30,600.0,19.6,80.8,25.0
1583,2022-03-31,1200.0,39.2,161.6,50.0
1584,2022-03-31,600.0,19.6,80.8,25.0
1585,2022-03-31,130.0,2.0,17.5,12.5
1586,2022-04-01,600.0,19.6,80.8,25.0
1587,2022-04-01,600.0,19.6,80.8,25.0
1588,2022-04-01,600.0,19.6,80.8,25.0
1589,2022-04-01,300.0,9.8,40.4,12.5
1590,2022-04-02,900.0,29.4,121.2,37.5
1591,2022-04-02,600.0,19.6,80.8,25.0
1592,2022-04-02,600.0,19.6,80.8,25.0
1593,2022-04-02,300.0,9.8,40.4,12.5
1594,2022-04-03,600.0,19.6,80.8,25.0
1595,2022-04-03,600.0,19.6,80.8,25.0
1596,2022-04-03,600.0,19.6,80.8,25.0
1597,2022-04-03,300.0,9.8,40.4,12.5
1598,2022-04-04,1200.0,39.2,161.6,50.0
1599,2022-04-04,300.0,9.8,40.4,12.5
1600,2022-04-04,900.0,29.4,121.2,37.5
1601,2022-04-04,168.5,8.5,24.0,2.0
1602,2022-04-05,1200.0,39.2,161.6,50.0
1603,2022-04-05,900.0,29.4,121.2,37.5
1604,2022-04-05,300.0,9.8,40.4,12.5
1605,2022-04-06,1200.0,39.2,161.6,50.0
1606,2022-04-06,1200.0,39.2,161.6,50.0
1607,2022-04-07,600.0,19.6,80.8,25.0
1608,2022-04-07,600.0,19.6,80.8,25.0
1609,2022-04-07,600.0,19.6,80.8,25.0
1610,2022-04-07,1584.2,10.1,116.2,13.5
1611,2022-04-08,600.0,19.6,80.8,25.0
1612,2022-04-08,900.0,29.4,121.2,37.5
1613,2022-04-08,900.0,29.4,121.2,37.5
1614,2022-04-08,747.8,0.1,44.2,0.6
1615,2022-04-09,600.0,19.6,80.8,25.0
1616,2022-04-10,1200.0,39.2,161.6,50.0
1617,2022-04-10,300.0,9.8,40.4,12.5
1618,2022-04-10,300.0,9.8,40.4,12.5
1619,2022-04-11,858.0,34.4,110.6,27.8
1620,2022-04-11,816.1,41.2,78.6,43.7
1621,2022-04-12,1029.0,36.8,136.1,38.9
1622,2022-04-12,600.0,19.6,80.8,25.0
1623,2022-04-12,600.0,19.6,80.8,25.0
1624,2022-04-13,484.2,27.2,38.5,23.0
1625,2022-04-13,600.0,19.6,80.8,25.0
1626,2022-04-13,600.0,19.6,80.8,25.0
1627,2022-04-13,800.2,40.2,77.4,42.7
1628,2022-04-14,550.0,23.0,70.2,16.0
1629,2022-04-14,839.4,43.0,76.5,39.5
1630,2022-04-14,300.0,9.8,40.4,12.5
1631,2022-04-14,702.4,34.7,70.2,37.4
1632,2022-04-15,693.7,34.2,69.6,36.8
1633,2022-04-15,340.0,20.1,35.9,5.0
1634,2022-04-16,1216.2,47.3,155.1,45.8
1635,2022-04-16,900.0,29.4,121.2,37.5
1636,2022-04-16,200.0,0.0,44.0,5.0
1637,2022-04-17,842.0,35.3,112.6,20.9
1638,2022-04-17,600.0,19.6,80.8,25.0
1639,2022-04-18,600.0,19.6,80.8,25.0
1640,2022-04-18,1200.0,39.2,161.6,50.0
1641,2022-04-18,800.0,19.6,124.8,30.0
1642,2022-04-18,600.0,19.6,80.8,25.0
